122,20,90,90,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sprites/Baloon.png,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sounds/Flute/mixkit-game-flute-bonus-2313.wav,0.5,0.5,0.5,0
200,18,90,90,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sprites/Baloon.png,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sounds/Flute/mixkit-game-flute-bonus-2313.wav,0.5,0.5,0.5,0
366,23,90,90,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sprites/Baloon.png,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sounds/Flute/mixkit-game-flute-bonus-2313.wav,0.5,0.5025,0.5,0
328,20,90,90,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sprites/Baloon.png,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sounds/Flute/mixkit-game-flute-bonus-2313.wav,0.5,0.73,0.5,0
292,20,90,90,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sprites/Baloon.png,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sounds/Flute/mixkit-game-flute-bonus-2313.wav,0.5,0.2825,0.5,0
160,19,90,90,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sprites/Baloon.png,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sounds/Flute/mixkit-game-flute-bonus-2313.wav,0.5,0.5,0.5,0
652,27,90,90,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sprites/Baloon.png,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sounds/Flute/mixkit-game-flute-bonus-2313.wav,0.5,0.2825,0.5,0
689,26,90,90,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sprites/Baloon.png,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sounds/Flute/mixkit-game-flute-bonus-2313.wav,0.5,0.73,0.5,0
725,27,90,90,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sprites/Baloon.png,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sounds/Flute/mixkit-game-flute-bonus-2313.wav,0.5,0.5025,0.5,0
461,24,90,90,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sprites/Baloon.png,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sounds/Flute/mixkit-game-flute-bonus-2313.wav,0.5,0.5,0.5,0
542,24,90,90,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sprites/Baloon.png,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sounds/Flute/mixkit-game-flute-bonus-2313.wav,0.5,0.5,0.5,0
501,25,90,90,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sprites/Baloon.png,D:/School/Computer science/CS461 Capstone/ProjectFiles/AudioZoo/Sounds/Flute/mixkit-game-flute-bonus-2313.wav,0.5,0.5,0.5,0
